Light Intensity (% of scale max) Alessandra_0.16_1.5_lampadina	Position (m) Alessandra_0.16_1.5_lampadina
0.0000000000	-0.0276000000
0.0000000000	-0.0279000000
0.0000000000	-0.0282000000
0.0000000000	-0.0283000000
0.0000000000	-0.0287000000
0.0000000000	-0.0290000000
0.0000000000	-0.0293000000
0.0000000000	-0.0296000000
0.0000000000	-0.0299000000
0.0000000000	-0.0301000000
0.0000000000	-0.0302000000
0.0000000000	-0.0302000000
0.0000000000	-0.0302000000
0.0000000000	-0.0302000000
0.0000000000	-0.0302000000
0.0000000000	-0.0302000000
0.0000000000	-0.0302000000
0.0000000000	-0.0302000000
0.0000000000	-0.0302000000
0.0000000000	-0.0302000000
0.0000000000	-0.0302000000
0.0000000000	-0.0302000000
0.0000000000	-0.0302000000
0.0000000000	-0.0302000000
0.0000000000	-0.0302000000
0.0000000000	-0.0302000000
0.0000000000	-0.0304000000
0.0000000000	-0.0307000000
0.0000000000	-0.0309000000
0.0000000000	-0.0312000000
0.0000000000	-0.0316000000
0.0000000000	-0.0318000000
0.0000000000	-0.0320000000
0.0000000000	-0.0322000000
0.0000000000	-0.0324000000
0.0000000000	-0.0326000000
0.0000000000	-0.0328000000
0.0000000000	-0.0328000000
0.0000000000	-0.0328000000
0.0000000000	-0.0329000000
0.0000000000	-0.0331000000
0.0000000000	-0.0333000000
0.0000000000	-0.0335000000
0.0000000000	-0.0337000000
0.0000000000	-0.0338000000
0.0000000000	-0.0340000000
0.0000000000	-0.0341000000
0.0000000000	-0.0343000000
0.0000000000	-0.0344000000
0.0000000000	-0.0345000000
0.0000000000	-0.0347000000
0.0000000000	-0.0348000000
0.0000000000	-0.0350000000
0.0000000000	-0.0352000000
0.0000000000	-0.0354000000
0.0000000000	-0.0356000000
0.0000000000	-0.0356000000
0.0000000000	-0.0358000000
0.0000000000	-0.0359000000
0.0000000000	-0.0360000000
0.0000000000	-0.0362000000
0.0000000000	-0.0363000000
0.0000000000	-0.0364000000
0.0000000000	-0.0365000000
0.0000000000	-0.0367000000
0.0000000000	-0.0371000000
0.0000000000	-0.0374000000
0.0000000000	-0.0378000000
0.0000000000	-0.0381000000
0.0000000000	-0.0381000000
0.0000000000	-0.0383000000
0.0000000000	-0.0383000000
0.0000000000	-0.0382000000
0.0000000000	-0.0382000000
0.0000000000	-0.0382000000
0.0000000000	-0.0382000000
0.0000000000	-0.0382000000
0.0000000000	-0.0382000000
0.0000000000	-0.0382000000
0.0000000000	-0.0382000000
0.0000000000	-0.0382000000
0.0000000000	-0.0382000000
0.0000000000	-0.0382000000
0.0000000000	-0.0382000000
0.0000000000	-0.0383000000
0.0000000000	-0.0383000000
0.0000000000	-0.0383000000
0.0000000000	-0.0383000000
0.0000000000	-0.0383000000
0.0000000000	-0.0383000000
0.0000000000	-0.0383000000
0.0000000000	-0.0384000000
0.0000000000	-0.0385000000
0.0000000000	-0.0387000000
0.0000000000	-0.0388000000
0.0000000000	-0.0390000000
0.0000000000	-0.0391000000
0.0000000000	-0.0392000000
0.0000000000	-0.0393000000
0.0000000000	-0.0395000000
0.0000000000	-0.0396000000
0.0000000000	-0.0397000000
0.0000000000	-0.0397000000
0.0000000000	-0.0398000000
0.0000000000	-0.0399000000
0.0000000000	-0.0401000000
0.0000000000	-0.0403000000
0.0000000000	-0.0405000000
0.0000000000	-0.0408000000
0.0000000000	-0.0411000000
0.0000000000	-0.0413000000
0.0000000000	-0.0414000000
0.0000000000	-0.0414000000
0.0000000000	-0.0414000000
0.0000000000	-0.0414000000
0.0000000000	-0.0415000000
0.0000000000	-0.0416000000
0.0000000000	-0.0417000000
0.0000000000	-0.0418000000
0.0000000000	-0.0419000000
0.0000000000	-0.0420000000
0.0000000000	-0.0421000000
0.0000000000	-0.0422000000
0.0000000000	-0.0423000000
0.0000000000	-0.0425000000
0.0000000000	-0.0426000000
0.0000000000	-0.0428000000
0.0000000000	-0.0429000000
0.0000000000	-0.0431000000
0.0000000000	-0.0432000000
0.0000000000	-0.0433000000
0.0000000000	-0.0435000000
0.0000000000	-0.0437000000
0.0000000000	-0.0439000000
0.0000000000	-0.0440000000
0.0000000000	-0.0442000000
0.0000000000	-0.0443000000
0.0000000000	-0.0444000000
0.0000000000	-0.0446000000
0.0000000000	-0.0447000000
0.0000000000	-0.0448000000
0.0000000000	-0.0448000000
0.0000000000	-0.0449000000
0.0000000000	-0.0450000000
0.0000000000	-0.0451000000
0.0000000000	-0.0451000000
0.0000000000	-0.0452000000
0.0000000000	-0.0453000000
0.0000000000	-0.0454000000
0.0000000000	-0.0454000000
0.0000000000	-0.0455000000
0.0000000000	-0.0456000000
0.0000000000	-0.0457000000
0.0000000000	-0.0458000000
0.0000000000	-0.0459000000
0.0000000000	-0.0460000000
0.0000000000	-0.0461000000
0.0000000000	-0.0462000000
0.0000000000	-0.0462000000
0.0000000000	-0.0463000000
0.0000000000	-0.0463000000
0.0000000000	-0.0464000000
0.0000000000	-0.0464000000
0.0000000000	-0.0465000000
0.0000000000	-0.0466000000
0.0000000000	-0.0467000000
0.0000000000	-0.0467000000
0.0000000000	-0.0467000000
0.0000000000	-0.0468000000
0.0000000000	-0.0468000000
0.0000000000	-0.0469000000
0.0000000000	-0.0469000000
0.0000000000	-0.0470000000
0.0000000000	-0.0471000000
0.0000000000	-0.0473000000
0.0000000000	-0.0474000000
0.0000000000	-0.0475000000
0.0000000000	-0.0477000000
0.0000000000	-0.0478000000
0.0000000000	-0.0478000000
0.0000000000	-0.0478000000
0.0000000000	-0.0478000000
0.0000000000	-0.0478000000
0.0000000000	-0.0477000000
0.0000000000	-0.0477000000
0.0000000000	-0.0477000000
0.0000000000	-0.0477000000
0.0000000000	-0.0477000000
0.0000000000	-0.0477000000
0.0000000000	-0.0477000000
0.0000000000	-0.0477000000
0.0000000000	-0.0477000000
0.0000000000	-0.0477000000
0.0000000000	-0.0477000000
0.0000000000	-0.0477000000
0.0000000000	-0.0477000000
0.0000000000	-0.0477000000
0.0000000000	-0.0477000000
0.0000000000	-0.0478000000
0.0000000000	-0.0478000000
0.0000000000	-0.0478000000
0.0000000000	-0.0478000000
0.0000000000	-0.0478000000
0.0000000000	-0.0478000000
0.0000000000	-0.0479000000
0.0000000000	-0.0480000000
0.0000000000	-0.0482000000
0.0000000000	-0.0483000000
0.0000000000	-0.0485000000
0.0000000000	-0.0487000000
0.0000000000	-0.0488000000
0.0000000000	-0.0489000000
0.0000000000	-0.0490000000
0.0000000000	-0.0491000000
0.0000000000	-0.0492000000
0.0000000000	-0.0492000000
0.0000000000	-0.0492000000
0.0000000000	-0.0492000000
0.0000000000	-0.0494000000
0.0000000000	-0.0497000000
0.0000000000	-0.0499000000
0.0000000000	-0.0502000000
0.0000000000	-0.0504000000
0.0000000000	-0.0506000000
0.0000000000	-0.0506000000
0.0000000000	-0.0507000000
0.0000000000	-0.0508000000
0.0000000000	-0.0508000000
0.0000000000	-0.0509000000
0.0000000000	-0.0510000000
0.0000000000	-0.0510000000
0.0000000000	-0.0512000000
0.0000000000	-0.0513000000
0.0000000000	-0.0515000000
0.0000000000	-0.0516000000
0.0000000000	-0.0517000000
0.0000000000	-0.0519000000
0.0000000000	-0.0520000000
0.0000000000	-0.0522000000
0.0000000000	-0.0523000000
0.0000000000	-0.0524000000
0.0000000000	-0.0525000000
0.0000000000	-0.0525000000
0.0000000000	-0.0525000000
0.0000000000	-0.0525000000
0.0000000000	-0.0525000000
0.0000000000	-0.0525000000
0.0000000000	-0.0525000000
0.0000000000	-0.0525000000
0.0000000000	-0.0525000000
0.0000000000	-0.0525000000
0.0000000000	-0.0525000000
0.0000000000	-0.0525000000
0.0000000000	-0.0525000000
0.0000000000	-0.0525000000
0.0000000000	-0.0525000000
0.0000000000	-0.0525000000
0.0000000000	-0.0526000000
0.0000000000	-0.0528000000
0.0000000000	-0.0531000000
0.0000000000	-0.0534000000
0.0000000000	-0.0537000000
0.0000000000	-0.0540000000
0.0000000000	-0.0541000000
0.0000000000	-0.0541000000
0.0000000000	-0.0543000000
0.0000000000	-0.0544000000
0.0000000000	-0.0546000000
0.0000000000	-0.0549000000
0.1000000000	-0.0553000000
0.1000000000	-0.0554000000
0.1000000000	-0.0555000000
0.1000000000	-0.0556000000
0.1000000000	-0.0556000000
0.1000000000	-0.0556000000
0.1000000000	-0.0558000000
0.1000000000	-0.0560000000
0.0000000000	-0.0561000000
0.0000000000	-0.0562000000
0.0000000000	-0.0563000000
0.0000000000	-0.0565000000
0.0000000000	-0.0566000000
0.0000000000	-0.0566000000
0.0000000000	-0.0568000000
0.0000000000	-0.0569000000
0.0000000000	-0.0570000000
0.0000000000	-0.0571000000
0.0000000000	-0.0572000000
0.0000000000	-0.0574000000
0.0000000000	-0.0575000000
0.0000000000	-0.0577000000
0.0000000000	-0.0579000000
0.0000000000	-0.0581000000
0.0000000000	-0.0582000000
0.0000000000	-0.0584000000
0.1000000000	-0.0586000000
0.1000000000	-0.0587000000
0.1000000000	-0.0588000000
0.1000000000	-0.0590000000
0.1000000000	-0.0592000000
0.1000000000	-0.0593000000
0.1000000000	-0.0595000000
0.1000000000	-0.0596000000
0.1000000000	-0.0598000000
0.1000000000	-0.0599000000
0.1000000000	-0.0600000000
0.1000000000	-0.0601000000
0.1000000000	-0.0601000000
0.1000000000	-0.0601000000
0.1000000000	-0.0601000000
0.1000000000	-0.0600000000
0.1000000000	-0.0600000000
0.1000000000	-0.0600000000
0.1000000000	-0.0600000000
0.1000000000	-0.0600000000
0.1000000000	-0.0600000000
0.1000000000	-0.0600000000
0.1000000000	-0.0600000000
0.1000000000	-0.0600000000
0.1000000000	-0.0600000000
0.1000000000	-0.0600000000
0.1000000000	-0.0600000000
0.1000000000	-0.0600000000
0.1000000000	-0.0601000000
0.1000000000	-0.0601000000
0.1000000000	-0.0601000000
0.1000000000	-0.0601000000
0.1000000000	-0.0601000000
0.1000000000	-0.0601000000
0.1000000000	-0.0603000000
0.1000000000	-0.0606000000
0.0000000000	-0.0608000000
0.0000000000	-0.0610000000
0.0000000000	-0.0612000000
0.1000000000	-0.0614000000
0.1000000000	-0.0616000000
0.1000000000	-0.0617000000
0.1000000000	-0.0620000000
0.1000000000	-0.0623000000
0.1000000000	-0.0625000000
0.1000000000	-0.0626000000
0.1000000000	-0.0627000000
0.1000000000	-0.0628000000
0.1000000000	-0.0630000000
0.1000000000	-0.0632000000
0.1000000000	-0.0634000000
0.1000000000	-0.0637000000
0.1000000000	-0.0639000000
0.1000000000	-0.0639000000
0.1000000000	-0.0639000000
0.1000000000	-0.0640000000
0.1000000000	-0.0641000000
0.1000000000	-0.0642000000
0.1000000000	-0.0644000000
0.1000000000	-0.0645000000
0.1000000000	-0.0646000000
0.1000000000	-0.0646000000
0.1000000000	-0.0647000000
0.0000000000	-0.0648000000
0.0000000000	-0.0649000000
0.0000000000	-0.0651000000
0.0000000000	-0.0652000000
0.0000000000	-0.0653000000
0.0000000000	-0.0654000000
0.0000000000	-0.0654000000
0.0000000000	-0.0654000000
0.0000000000	-0.0654000000
0.0000000000	-0.0654000000
0.0000000000	-0.0656000000
0.0000000000	-0.0657000000
0.1000000000	-0.0658000000
0.1000000000	-0.0660000000
0.1000000000	-0.0661000000
0.1000000000	-0.0663000000
0.1000000000	-0.0663000000
0.1000000000	-0.0664000000
0.1000000000	-0.0664000000
0.1000000000	-0.0664000000
