Light Intensity (% of scale max) Alessio_0.02_1.5_lampadina	Position (m) Alessio_0.02_1.5_lampadina
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	0.0000000000
0.0000000000	-0.0000197000
0.0000000000	-0.0000197000
0.0000000000	-0.0000197000
0.0000000000	-0.0000197000
0.0000000000	-0.0000197000
0.0000000000	-0.0000197000
0.0000000000	-0.0000197000
0.0000000000	-0.0000197000
0.0000000000	-0.0000395000
0.0000000000	-0.0000395000
0.0000000000	-0.0000395000
0.0000000000	-0.0000395000
0.0000000000	-0.0000395000
0.0000000000	-0.0000395000
0.0000000000	-0.0000395000
0.0000000000	-0.0000592000
0.0000000000	-0.0001580000
0.0000000000	-0.0009470000
0.0000000000	-0.0010000000
0.0000000000	-0.0010000000
0.0000000000	-0.0011000000
0.0000000000	-0.0015000000
0.0000000000	-0.0020000000
0.0000000000	-0.0024000000
0.0000000000	-0.0025000000
0.0000000000	-0.0026000000
0.0000000000	-0.0027000000
0.0000000000	-0.0027000000
0.0000000000	-0.0030000000
0.0000000000	-0.0034000000
0.0000000000	-0.0038000000
0.0000000000	-0.0041000000
0.0000000000	-0.0043000000
0.0000000000	-0.0046000000
0.0000000000	-0.0049000000
0.0000000000	-0.0052000000
0.0000000000	-0.0057000000
0.0000000000	-0.0058000000
0.0000000000	-0.0058000000
0.0000000000	-0.0057000000
0.0000000000	-0.0057000000
0.0000000000	-0.0057000000
0.0000000000	-0.0057000000
0.0000000000	-0.0057000000
0.0000000000	-0.0057000000
0.0000000000	-0.0057000000
0.0000000000	-0.0057000000
0.0000000000	-0.0057000000
0.0000000000	-0.0058000000
0.0000000000	-0.0059000000
0.0000000000	-0.0061000000
0.0000000000	-0.0064000000
0.0000000000	-0.0067000000
0.0000000000	-0.0071000000
0.0000000000	-0.0075000000
0.0000000000	-0.0078000000
0.0000000000	-0.0078000000
0.0000000000	-0.0079000000
0.0000000000	-0.0080000000
0.0000000000	-0.0081000000
0.0000000000	-0.0083000000
0.0000000000	-0.0087000000
0.0000000000	-0.0091000000
0.0000000000	-0.0093000000
0.0000000000	-0.0095000000
0.0000000000	-0.0096000000
0.0000000000	-0.0101000000
0.0000000000	-0.0108000000
0.0000000000	-0.0111000000
0.0000000000	-0.0112000000
0.0000000000	-0.0112000000
0.0000000000	-0.0112000000
0.0000000000	-0.0109000000
0.0000000000	-0.0109000000
0.0000000000	-0.0109000000
0.0000000000	-0.0109000000
0.0000000000	-0.0109000000
0.0000000000	-0.0109000000
0.0000000000	-0.0109000000
0.0000000000	-0.0109000000
0.0000000000	-0.0109000000
0.0000000000	-0.0110000000
